Stream,Physics,Chemistry,Biology,English,ComputerScience,Mathematics,Accountancy,BusinessStudies,Economics,History,Geography,PoliticalScience,Sociology,Interest_Tech,Interest_Entrepreneurship,Interest_Leadership,Interest_Innovation,Interest_CriticalThinking,Interest_Research,Interest_ComputerSkill,Interest_HardwareSkill,Interest_Food,Interest_Creativity,PositiveThinking,Participated_Hackathon,Participated_Olympiad,Participated_Kabaddi,Participated_KhoKho,Participated_Cricket,CareerOption
Science_PCM,84,53,,62,68,64,,,,,,,,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,Politician
Science_PCM,95,70,,56,62,92,,,,,,,,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,Chartered Accountant
Arts,,,,84,,,,,,69,54,69,96,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,Scientist
Commerce,,,,90,,65,97,50,95,,,,,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,Teacher
Commerce,,,,50,,99,50,83,88,,,,,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,Artist
Science_PCB,94,72,71,63,57,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,Scientist
Commerce,,,,50,,91,91,53,90,,,,,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,Chartered Accountant
Science_PCM,81,91,,60,87,100,,,,,,,,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,Entrepreneur
Arts,,,,62,,,,,,53,71,57,68,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,Teacher
Science_PCM,92,85,,77,79,78,,,,,,,,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,Entrepreneur
Science_PCB,79,96,93,94,87,,,,,,,,,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,Athlete
Commerce,,,,98,,59,100,92,80,,,,,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,Teacher
Science_PCM,76,95,,66,58,58,,,,,,,,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,Software Developer
Science_PCB,67,53,61,73,55,,,,,,,,,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,Athlete
Science_PCM,89,58,,66,67,50,,,,,,,,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,Chartered Accountant
Arts,,,,80,,,,,,73,58,82,50,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,Doctor
Arts,,,,56,,,,,,98,95,67,86,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,Engineer
Arts,,,,53,,,,,,61,58,74,85,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,Entrepreneur
Commerce,,,,52,,66,66,95,91,,,,,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,Engineer
Science_PCM,57,91,,67,95,76,,,,,,,,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,Politician
Science_PCM,64,98,,94,65,79,,,,,,,,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,Entrepreneur
Science_PCB,61,90,50,68,70,,,,,,,,,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,Politician
Science_PCM,63,62,,70,96,86,,,,,,,,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,Doctor
Arts,,,,79,,,,,,79,85,82,91,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,Doctor
Science_PCB,79,95,97,66,78,,,,,,,,,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,Entrepreneur
Arts,,,,61,,,,,,88,57,60,100,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,Software Developer
Commerce,,,,69,,52,82,77,62,,,,,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,Artist
Commerce,,,,78,,66,84,78,63,,,,,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,Athlete
Commerce,,,,63,,63,75,62,85,,,,,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Politician
Science_PCB,90,69,83,77,80,,,,,,,,,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,Chartered Accountant
Arts,,,,67,,,,,,87,78,61,74,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,Artist
Commerce,,,,71,,57,93,74,73,,,,,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,Athlete
Arts,,,,53,,,,,,80,59,89,54,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,Engineer
Arts,,,,72,,,,,,84,57,73,58,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,Chartered Accountant
Commerce,,,,92,,75,59,82,68,,,,,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,Teacher
Arts,,,,90,,,,,,55,92,96,74,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,Politician
Science_PCB,66,67,81,78,75,,,,,,,,,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,Engineer
Science_PCM,56,63,,61,78,51,,,,,,,,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,Engineer
Science_PCB,92,97,83,54,57,,,,,,,,,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,Teacher
Commerce,,,,54,,70,61,66,78,,,,,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,Software Developer
Science_PCM,69,64,,83,63,83,,,,,,,,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,Athlete
Commerce,,,,79,,96,98,99,68,,,,,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,Scientist
Science_PCB,67,68,83,80,52,,,,,,,,,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,Doctor
Commerce,,,,94,,50,59,86,84,,,,,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,Doctor
Commerce,,,,64,,81,51,54,60,,,,,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,Athlete
Arts,,,,76,,,,,,71,86,99,92,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,Doctor
Science_PCM,53,63,,54,62,66,,,,,,,,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,Chartered Accountant
Science_PCM,72,95,,90,60,87,,,,,,,,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,Chartered Accountant
Arts,,,,88,,,,,,74,56,52,59,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,Engineer
Arts,,,,60,,,,,,57,94,95,52,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,Engineer
Science_PCB,61,62,82,66,89,,,,,,,,,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,Entrepreneur
Science_PCM,81,64,,70,67,97,,,,,,,,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,Doctor
Science_PCB,94,91,88,97,70,,,,,,,,,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,Politician
Science_PCM,89,75,,99,69,78,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,Doctor
Commerce,,,,98,,67,78,67,66,,,,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,Teacher
Science_PCB,98,79,83,96,93,,,,,,,,,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,Entrepreneur
Arts,,,,54,,,,,,75,85,65,66,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,Entrepreneur
Science_PCB,96,76,74,84,93,,,,,,,,,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,Scientist
Arts,,,,85,,,,,,76,63,64,80,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,Engineer
Arts,,,,55,,,,,,97,72,75,61,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,Entrepreneur
Science_PCM,56,97,,71,50,63,,,,,,,,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,Politician
Science_PCB,64,60,82,89,70,,,,,,,,,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,Teacher
Science_PCM,55,75,,79,68,59,,,,,,,,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,Engineer
Commerce,,,,90,,95,59,83,92,,,,,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,Athlete
Arts,,,,78,,,,,,78,79,99,91,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,Entrepreneur
Arts,,,,85,,,,,,94,77,63,85,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,Politician
Science_PCB,54,83,89,57,87,,,,,,,,,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,Chartered Accountant
Science_PCB,71,93,84,73,67,,,,,,,,,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,Artist
Commerce,,,,59,,91,90,82,56,,,,,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,Teacher
Arts,,,,90,,,,,,98,63,67,70,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,Engineer
Commerce,,,,85,,80,59,90,66,,,,,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,Scientist
Science_PCB,53,55,83,90,66,,,,,,,,,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,Scientist
Science_PCM,71,51,,78,52,54,,,,,,,,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,Athlete
Arts,,,,90,,,,,,61,68,89,54,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,Engineer
Science_PCM,71,94,,79,55,98,,,,,,,,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,Scientist
Arts,,,,94,,,,,,58,77,91,57,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,Engineer
Science_PCM,51,61,,68,61,94,,,,,,,,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,Software Developer
Science_PCB,57,52,76,56,72,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,Artist
Arts,,,,77,,,,,,100,72,66,92,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,Doctor
Science_PCM,69,72,,61,59,52,,,,,,,,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,Artist
Commerce,,,,68,,86,77,55,68,,,,,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,Doctor
Science_PCM,74,57,,84,72,56,,,,,,,,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,Scientist
Arts,,,,87,,,,,,78,81,70,61,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,Athlete
Science_PCB,87,97,72,58,71,,,,,,,,,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,Athlete
Arts,,,,78,,,,,,94,72,55,91,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,Scientist
Arts,,,,52,,,,,,78,100,55,72,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,Teacher
Commerce,,,,69,,86,66,90,79,,,,,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,Athlete
Commerce,,,,50,,88,60,70,90,,,,,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,Scientist
Science_PCM,95,81,,60,74,83,,,,,,,,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,Athlete
Arts,,,,56,,,,,,75,82,50,57,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,Software Developer
Arts,,,,59,,,,,,84,64,86,80,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,Entrepreneur
Commerce,,,,67,,100,67,97,90,,,,,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,Software Developer
Commerce,,,,90,,84,50,77,66,,,,,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,Scientist
Science_PCB,81,55,64,50,55,,,,,,,,,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,Politician
Arts,,,,95,,,,,,52,74,99,77,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,Software Developer
Arts,,,,95,,,,,,90,62,54,58,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,Software Developer
Arts,,,,85,,,,,,82,84,61,93,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,Doctor
Science_PCM,75,61,,81,100,65,,,,,,,,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,Doctor
Arts,,,,62,,,,,,90,70,55,77,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,Doctor
Science_PCB,99,71,66,86,68,,,,,,,,,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,Engineer
Commerce,,,,79,,93,59,85,58,,,,,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,Artist
Arts,,,,95,,,,,,89,63,66,94,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,Engineer
Arts,,,,82,,,,,,65,73,96,95,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,Engineer
Science_PCB,92,85,87,76,84,,,,,,,,,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,Doctor
Science_PCM,77,67,,83,84,78,,,,,,,,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,Software Developer
Commerce,,,,64,,73,96,58,93,,,,,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,Chartered Accountant
Science_PCB,99,99,95,69,66,,,,,,,,,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,Artist
Arts,,,,94,,,,,,79,99,100,83,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,Teacher
Science_PCB,73,60,66,82,67,,,,,,,,,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,Engineer
Science_PCM,52,58,,65,90,59,,,,,,,,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,Software Developer
Science_PCB,81,58,87,59,59,,,,,,,,,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,Software Developer
Arts,,,,76,,,,,,54,90,65,88,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,Doctor
Science_PCB,75,95,68,72,83,,,,,,,,,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,Software Developer
Science_PCB,79,71,61,86,63,,,,,,,,,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,Scientist
Arts,,,,98,,,,,,88,56,55,70,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,Entrepreneur
Commerce,,,,72,,56,99,87,55,,,,,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,Software Developer
Science_PCB,90,91,65,81,54,,,,,,,,,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,Software Developer
Commerce,,,,58,,77,93,96,88,,,,,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,Athlete
Science_PCB,69,81,69,50,69,,,,,,,,,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,Athlete
Science_PCB,59,88,74,97,92,,,,,,,,,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,Engineer
Science_PCB,79,90,51,71,95,,,,,,,,,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,Chartered Accountant
Science_PCM,64,72,,95,94,93,,,,,,,,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,Scientist
Arts,,,,69,,,,,,60,95,96,76,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,Teacher
Arts,,,,87,,,,,,68,76,56,51,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,Athlete
Commerce,,,,98,,87,79,61,83,,,,,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,Scientist
Arts,,,,77,,,,,,89,73,96,59,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,Artist
Science_PCM,77,56,,75,83,58,,,,,,,,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,Teacher
Arts,,,,55,,,,,,84,53,64,69,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,Athlete
Commerce,,,,87,,95,72,74,92,,,,,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,Athlete
Commerce,,,,85,,59,100,50,83,,,,,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,Entrepreneur
Science_PCM,93,61,,74,89,60,,,,,,,,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,Engineer
Arts,,,,87,,,,,,87,59,60,100,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,Entrepreneur
Science_PCM,61,84,,52,60,66,,,,,,,,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,Chartered Accountant
Arts,,,,71,,,,,,100,65,74,58,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,Teacher
Commerce,,,,64,,74,50,90,70,,,,,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,Doctor
Arts,,,,77,,,,,,58,61,99,61,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,Politician
Arts,,,,90,,,,,,82,53,95,100,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,Artist
Science_PCM,85,92,,58,61,86,,,,,,,,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,Artist
Science_PCM,69,68,,61,92,93,,,,,,,,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,Athlete
Science_PCM,76,67,,86,64,61,,,,,,,,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,Doctor
Arts,,,,54,,,,,,69,94,55,87,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,Teacher
Arts,,,,98,,,,,,74,57,82,81,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,Engineer
Commerce,,,,84,,61,97,60,64,,,,,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,Doctor
Arts,,,,88,,,,,,80,78,99,83,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,Athlete
Science_PCB,73,77,58,80,89,,,,,,,,,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,Politician
Science_PCB,96,85,91,80,63,,,,,,,,,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,Athlete
Science_PCB,90,66,87,63,60,,,,,,,,,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,Doctor
Commerce,,,,81,,66,94,69,53,,,,,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,Software Developer
Arts,,,,94,,,,,,66,81,76,52,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Scientist
Commerce,,,,52,,51,77,57,97,,,,,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,Scientist
Commerce,,,,74,,99,68,88,84,,,,,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,Artist
Arts,,,,64,,,,,,84,55,52,56,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,Engineer
Arts,,,,70,,,,,,70,66,75,80,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,Entrepreneur
Arts,,,,84,,,,,,50,75,56,80,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,Artist
Arts,,,,76,,,,,,68,86,63,58,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,Chartered Accountant
Science_PCB,99,72,52,80,68,,,,,,,,,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,Software Developer
Science_PCB,92,100,90,77,84,,,,,,,,,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,Chartered Accountant
Commerce,,,,52,,92,92,66,51,,,,,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,Entrepreneur
Commerce,,,,85,,51,99,99,98,,,,,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,Politician
Commerce,,,,61,,87,72,98,89,,,,,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,Scientist
Arts,,,,71,,,,,,59,59,77,79,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,Politician
Science_PCM,94,57,,60,70,71,,,,,,,,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,Scientist
Arts,,,,58,,,,,,100,85,77,56,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,Entrepreneur
Arts,,,,65,,,,,,79,74,100,59,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,Teacher
Science_PCM,68,82,,79,85,100,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,Scientist
Science_PCB,65,98,55,75,74,,,,,,,,,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,Artist
Arts,,,,85,,,,,,65,93,54,57,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,Chartered Accountant
Commerce,,,,61,,53,70,51,60,,,,,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,Politician
Arts,,,,55,,,,,,79,72,50,52,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,Entrepreneur
Arts,,,,96,,,,,,85,55,67,51,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,Scientist
Arts,,,,95,,,,,,74,61,69,67,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,Entrepreneur
Commerce,,,,68,,65,58,100,93,,,,,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,Teacher
Arts,,,,78,,,,,,97,61,79,71,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,Software Developer
Arts,,,,77,,,,,,73,88,58,92,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,Entrepreneur
Science_PCB,73,93,62,57,53,,,,,,,,,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,Engineer
Arts,,,,93,,,,,,67,51,66,85,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,Engineer
Science_PCM,78,86,,74,84,53,,,,,,,,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Engineer
Arts,,,,54,,,,,,94,82,59,73,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,Entrepreneur
Science_PCB,71,65,89,99,72,,,,,,,,,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,Engineer
Arts,,,,97,,,,,,84,88,52,56,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,Artist
Science_PCB,96,56,84,87,55,,,,,,,,,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,Scientist
Commerce,,,,57,,51,98,67,85,,,,,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,Doctor
Science_PCM,73,90,,91,84,57,,,,,,,,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,Artist
Science_PCM,54,90,,83,100,71,,,,,,,,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,Engineer
Arts,,,,84,,,,,,58,56,57,72,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,Artist
Science_PCM,92,96,,90,97,55,,,,,,,,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,Teacher
Science_PCM,88,51,,73,70,56,,,,,,,,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,Politician
Science_PCM,67,69,,70,74,95,,,,,,,,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,Artist
Science_PCM,85,55,,94,70,82,,,,,,,,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,Doctor
Commerce,,,,96,,98,97,90,50,,,,,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,Chartered Accountant
Arts,,,,81,,,,,,92,80,97,81,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,Engineer
Arts,,,,52,,,,,,59,58,87,95,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,Software Developer
Science_PCB,57,62,79,65,91,,,,,,,,,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,Teacher
Arts,,,,66,,,,,,83,79,55,51,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,Politician
Science_PCM,61,72,,93,89,89,,,,,,,,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,Politician
Science_PCM,55,55,,87,61,82,,,,,,,,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,Politician
Science_PCM,98,99,,77,95,65,,,,,,,,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,Software Developer
Science_PCB,78,73,73,55,92,,,,,,,,,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,Artist
Commerce,,,,58,,68,51,87,93,,,,,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,Athlete
Science_PCB,63,51,99,91,93,,,,,,,,,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,Teacher
Arts,,,,99,,,,,,89,90,75,89,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,Engineer
Arts,,,,96,,,,,,70,74,87,56,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,Software Developer
Arts,,,,88,,,,,,50,88,65,79,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Doctor
Commerce,,,,98,,86,82,88,56,,,,,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,Software Developer
Science_PCM,81,84,,92,50,83,,,,,,,,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,Politician
Science_PCM,69,72,,75,53,86,,,,,,,,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,Software Developer
Science_PCM,64,93,,75,92,77,,,,,,,,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,Engineer
Commerce,,,,66,,64,71,59,82,,,,,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,Doctor
Commerce,,,,73,,74,80,96,50,,,,,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,Chartered Accountant
Science_PCM,58,92,,79,71,91,,,,,,,,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,Artist
Science_PCM,63,69,,76,59,91,,,,,,,,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,Artist
Science_PCB,50,66,54,54,97,,,,,,,,,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,Politician
Arts,,,,95,,,,,,91,57,53,51,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,Politician
Arts,,,,64,,,,,,63,99,51,90,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,Engineer
Science_PCM,85,77,,92,80,60,,,,,,,,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,Teacher
Science_PCM,72,56,,85,52,66,,,,,,,,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,Engineer
Arts,,,,81,,,,,,84,98,82,75,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,Engineer
Science_PCB,79,68,53,66,90,,,,,,,,,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,Artist
Arts,,,,65,,,,,,73,95,53,96,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,Engineer
Science_PCB,93,71,58,83,80,,,,,,,,,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,Doctor
Commerce,,,,50,,83,62,63,98,,,,,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,Scientist
Commerce,,,,78,,96,95,84,95,,,,,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,Doctor
Science_PCM,100,71,,79,81,92,,,,,,,,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,Doctor
Science_PCB,87,92,73,87,68,,,,,,,,,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,Entrepreneur
Commerce,,,,85,,53,96,53,58,,,,,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,Teacher
